Profile 1;Profile 1;Profile 2;Profile 2;Profile 3;Profile 3;Profile 4;Profile 4;Profile 5;Profile 5;Profile 6;Profile 6;Profile 7;Profile 7;Profile 8;Profile 8;Profile 9;Profile 9;Profile 10;Profile 10;Profile 11;Profile 11;Profile 12;Profile 12;Profile 13;Profile 13;Profile 14;Profile 14;Profile 15;Profile 15;Profile 16;Profile 16;Profile 17;Profile 17;Profile 18;Profile 18;Profile 19;Profile 19;Profile 20;Profile 20;Profile 21;Profile 21;Profile 22;Profile 22;Profile 23;Profile 23;Profile 24;Profile 24;Profile 25;Profile 25;Profile 26;Profile 26;Profile 27;Profile 27;Profile 28;Profile 28;Profile 29;Profile 29;Profile 30;Profile 30;
x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;
[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];
0;3.5752998e-07;0;3.6244466e-07;0;3.7717845e-07;0;3.9173618e-07;0;4.2401302e-07;0;4.2396125e-07;0;4.3378288e-07;0;4.4721264e-07;0;4.3718903e-07;0;4.2403378e-07;0;4.2282914e-07;0;4.3858119e-07;0;4.8764033e-07;0;5.5511637e-07;0;6.2232623e-07;0;6.5196908e-07;0;6.0711427e-07;0;6.1870454e-07;0;5.964457e-07;0;5.853705e-07;0;5.4883283e-07;0;5.4653633e-07;0;5.2876306e-07;0;4.9816565e-07;0;5.0445735e-07;0;4.943487e-07;0;4.8664443e-07;0;4.6014715e-07;0;4.6513092e-07;0;4.5221935e-07;
6.5553972e-09;3.6118213e-07;6.5704769e-09;3.6342556e-07;6.5662581e-09;3.7967161e-07;6.5717564e-09;3.9413291e-07;6.5957017e-09;4.2815586e-07;6.5395383e-09;4.2787672e-07;6.563564e-09;4.4101312e-07;6.5735627e-09;4.4856868e-07;6.5834846e-09;4.3726754e-07;6.5478085e-09;4.2248355e-07;6.5502968e-09;4.216573e-07;6.5216623e-09;4.4689163e-07;6.6070547e-09;4.8952236e-07;6.5253891e-09;5.5574228e-07;6.5803468e-09;6.2498539e-07;6.5922241e-09;6.5681465e-07;6.5479754e-09;6.1602027e-07;6.5481187e-09;6.2358535e-07;6.5153634e-09;5.9858526e-07;6.5735617e-09;5.9256374e-07;6.5640716e-09;5.5087758e-07;6.5675328e-09;5.5427573e-07;6.5874888e-09;5.3249282e-07;6.5604393e-09;5.0864879e-07;6.5850905e-09;5.1085386e-07;6.5613458e-09;5.0386165e-07;6.5638261e-09;4.9209657e-07;6.5595464e-09;4.6510113e-07;6.5039709e-09;4.7293111e-07;6.5625802e-09;4.5519124e-07;
1.3110794e-08;3.6519829e-07;1.3140954e-08;3.652738e-07;1.3132516e-08;3.8297228e-07;1.3143513e-08;3.9587227e-07;1.3191403e-08;4.3103264e-07;1.3079077e-08;4.3222209e-07;1.3127128e-08;4.4802632e-07;1.3147125e-08;4.4943547e-07;1.3166969e-08;4.3649961e-07;1.3095617e-08;4.2048105e-07;1.3100594e-08;4.1908678e-07;1.3043325e-08;4.5205124e-07;1.3214109e-08;4.9129243e-07;1.3050778e-08;5.5441672e-07;1.3160694e-08;6.267035e-07;1.3184448e-08;6.6134327e-07;1.3095951e-08;6.2296393e-07;1.3096237e-08;6.2983901e-07;1.3030727e-08;6.011831e-07;1.3147123e-08;5.9696234e-07;1.3128143e-08;5.5340375e-07;1.3135066e-08;5.6121112e-07;1.3174978e-08;5.3531871e-07;1.3120879e-08;5.1949374e-07;1.3170181e-08;5.1706945e-07;1.3122692e-08;5.1217973e-07;1.3127652e-08;4.9879001e-07;1.3119093e-08;4.6987774e-07;1.3007942e-08;4.8078483e-07;1.312516e-08;4.5858584e-07;
1.9666192e-08;3.6967701e-07;1.9711431e-08;3.6753692e-07;1.9698774e-08;3.8704237e-07;1.9715269e-08;3.9654988e-07;1.9787105e-08;4.3168935e-07;1.9618615e-08;4.3661232e-07;1.9690692e-08;4.5400837e-07;1.9720688e-08;4.4980765e-07;1.9750454e-08;4.3483515e-07;1.9643425e-08;4.18905e-07;1.965089e-08;4.1930887e-07;1.9564987e-08;4.5266771e-07;1.9821164e-08;4.9380209e-07;1.9576167e-08;5.5332379e-07;1.974104e-08;6.2804804e-07;1.9776672e-08;6.6635535e-07;1.9643926e-08;6.276162e-07;1.9644356e-08;6.3636142e-07;1.954609e-08;6.0543285e-07;1.9720685e-08;5.996524e-07;1.9692215e-08;5.568044e-07;1.9702599e-08;5.671365e-07;1.9762467e-08;5.3933688e-07;1.9681318e-08;5.300277e-07;1.9755271e-08;5.2367166e-07;1.9684037e-08;5.1854843e-07;1.9691478e-08;5.0701953e-07;1.9678639e-08;4.7361812e-07;1.9511913e-08;4.8683317e-07;1.968774e-08;4.6317971e-07;
2.6221589e-08;3.7436777e-07;2.6281908e-08;3.7003822e-07;2.6265032e-08;3.9153029e-07;2.6287026e-08;3.9658354e-07;2.6382807e-08;4.307139e-07;2.6158153e-08;4.4105766e-07;2.6254256e-08;4.587031e-07;2.6294251e-08;4.4956199e-07;2.6333938e-08;4.329039e-07;2.6191234e-08;4.1764313e-07;2.6201187e-08;4.2479714e-07;2.6086649e-08;4.4930698e-07;2.6428219e-08;4.9655544e-07;2.6101556e-08;5.5473369e-07;2.6321387e-08;6.2941548e-07;2.6368896e-08;6.7168733e-07;2.6191902e-08;6.3065875e-07;2.6192475e-08;6.4088968e-07;2.6061454e-08;6.1193976e-07;2.6294247e-08;6.0200092e-07;2.6256286e-08;5.6197546e-07;2.6270131e-08;5.7235978e-07;2.6349955e-08;5.459932e-07;2.6241757e-08;5.3932124e-07;2.6340362e-08;5.3112216e-07;2.6245383e-08;5.2362994e-07;2.6255304e-08;5.1631092e-07;2.6238185e-08;4.7720258e-07;2.6015884e-08;4.9053211e-07;2.6250321e-08;4.6857056e-07;
3.2776986e-08;3.7883441e-07;3.2852384e-08;3.7303132e-07;3.283129e-08;3.9523832e-07;3.2858782e-08;3.9732378e-07;3.2978509e-08;4.286587e-07;3.2697692e-08;4.4498665e-07;3.281782e-08;4.6201391e-07;3.2867813e-08;4.4888248e-07;3.2917423e-08;4.3086487e-07;3.2739042e-08;4.1693778e-07;3.2751484e-08;4.3384013e-07;3.2608311e-08;4.4475107e-07;3.3035273e-08;4.9855563e-07;3.2626945e-08;5.597502e-07;3.2901734e-08;6.3263063e-07;3.296112e-08;6.7691295e-07;3.2739877e-08;6.320703e-07;3.2740593e-08;6.4356055e-07;3.2576817e-08;6.2062912e-07;3.2867808e-08;6.0447476e-07;3.2820358e-08;5.6794853e-07;3.2837664e-08;5.7687357e-07;3.2937444e-08;5.5557191e-07;3.2802197e-08;5.4684149e-07;3.2925452e-08;5.4017735e-07;3.2806729e-08;5.2916136e-07;3.281913e-08;5.2557854e-07;3.2797732e-08;4.8060847e-07;3.2519855e-08;4.9225252e-07;3.2812901e-08;4.7450351e-07;
3.9332383e-08;3.815939e-07;3.9422861e-08;3.7568109e-07;3.9397548e-08;3.9819126e-07;3.9430538e-08;3.9889967e-07;3.957421e-08;4.2698561e-07;3.923723e-08;4.4812271e-07;3.9381384e-08;4.6392654e-07;3.9441376e-08;4.4792531e-07;3.9500908e-08;4.2927566e-07;3.9286851e-08;4.1547952e-07;3.9301781e-08;4.4160375e-07;3.9129974e-08;4.4018937e-07;3.9642328e-08;4.9916742e-07;3.9152334e-08;5.6834887e-07;3.9482081e-08;6.3731054e-07;3.9553344e-08;6.8170986e-07;3.9287852e-08;6.3296157e-07;3.9288712e-08;6.450051e-07;3.909218e-08;6.3083977e-07;3.944137e-08;6.0687527e-07;3.938443e-08;5.7465485e-07;3.9405197e-08;5.8089297e-07;3.9524933e-08;5.6615774e-07;3.9362636e-08;5.5256733e-07;3.9510543e-08;5.5050557e-07;3.9368075e-08;5.3549031e-07;3.9382957e-08;5.3379529e-07;3.9357278e-08;4.8491368e-07;3.9023826e-08;4.9315334e-07;3.9375481e-08;4.8074412e-07;
4.5887781e-08;3.8320207e-07;4.5993338e-08;3.7775829e-07;4.5963806e-08;4.0023194e-07;4.6002295e-08;4.0164322e-07;4.6169912e-08;4.2698911e-07;4.5776768e-08;4.5046427e-07;4.5944948e-08;4.6453025e-07;4.6014939e-08;4.4758428e-07;4.6084392e-08;4.2793331e-07;4.5834659e-08;4.1304281e-07;4.5852078e-08;4.4612216e-07;4.5651636e-08;4.3687556e-07;4.6249383e-08;4.9868305e-07;4.5677724e-08;5.7930743e-07;4.6062428e-08;6.4227153e-07;4.6145569e-08;6.8658533e-07;4.5835828e-08;6.3512077e-07;4.5836831e-08;6.4645194e-07;4.5607544e-08;6.3564609e-07;4.6014932e-08;6.0885579e-07;4.5948501e-08;5.8112739e-07;4.597273e-08;5.8431111e-07;4.6112422e-08;5.744946e-07;4.5923075e-08;5.5685787e-07;4.6095633e-08;5.614246e-07;4.592942e-08;5.4266073e-07;4.5946783e-08;5.402422e-07;4.5916825e-08;4.900417e-07;4.5527797e-08;4.946326e-07;4.5938061e-08;4.8636014e-07;
