Profile 1;Profile 1;Profile 2;Profile 2;Profile 3;Profile 3;Profile 4;Profile 4;Profile 5;Profile 5;Profile 6;Profile 6;Profile 7;Profile 7;Profile 8;Profile 8;Profile 9;Profile 9;Profile 10;Profile 10;Profile 11;Profile 11;Profile 12;Profile 12;Profile 13;Profile 13;Profile 14;Profile 14;Profile 15;Profile 15;Profile 16;Profile 16;Profile 17;Profile 17;Profile 18;Profile 18;Profile 19;Profile 19;Profile 20;Profile 20;Profile 21;Profile 21;Profile 22;Profile 22;Profile 23;Profile 23;
x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;
[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];
0;4.5490681e-08;0;6.1564013e-08;0;5.6778788e-08;0;3.2427951e-08;0;9.5554592e-09;0;2.9300541e-08;0;5.0691268e-08;0;2.4504434e-08;0;-1.2517898e-08;0;6.2442237e-08;0;5.1593192e-08;0;9.1467344e-08;0;8.6106982e-08;0;8.869521e-08;0;6.5330669e-08;0;9.5372211e-08;0;8.085655e-08;0;6.6944055e-08;0;7.7054356e-08;0;9.3863915e-08;0;1.6510304e-07;0;1.9980419e-07;0;2.0318679e-07;
2.9080194e-09;4.6359862e-08;2.9115917e-09;6.1430088e-08;2.9045387e-09;6.0302536e-08;2.9015689e-09;3.5317562e-08;2.9086874e-09;1.2111179e-08;2.9082304e-09;2.9448937e-08;2.9079883e-09;5.4020891e-08;2.9080142e-09;2.580376e-08;2.9081872e-09;-9.3619228e-09;2.9080132e-09;6.5013793e-08;2.9085329e-09;5.4026268e-08;2.9019643e-09;9.5915681e-08;2.9137795e-09;8.9216828e-08;2.8963657e-09;9.0218846e-08;2.9007832e-09;6.2002732e-08;2.9031789e-09;9.7280249e-08;2.909805e-09;8.1910343e-08;2.906393e-09;7.1821352e-08;2.9083171e-09;7.8635266e-08;2.9082166e-09;9.4128001e-08;2.9080876e-09;1.6718955e-07;2.9172632e-09;1.9958097e-07;2.9132994e-09;2.0786652e-07;
5.8160389e-09;4.7632834e-08;5.8231835e-09;6.1448444e-08;5.8090774e-09;6.2588718e-08;5.8031378e-09;3.8566385e-08;5.8173749e-09;1.406151e-08;5.8164607e-09;2.9189523e-08;5.8159766e-09;5.7457162e-08;5.8160283e-09;2.6450398e-08;5.8163743e-09;-6.1005936e-09;5.8160264e-09;6.7255539e-08;5.8170658e-09;5.7762055e-08;5.8039286e-09;1.023669e-07;5.8275591e-09;9.0623027e-08;5.7927314e-09;9.0124538e-08;5.8015664e-09;6.1466387e-08;5.8063577e-09;1.000758e-07;5.81961e-09;8.2561877e-08;5.812786e-09;7.8663513e-08;5.8166341e-09;8.0944748e-08;5.8164332e-09;9.4422797e-08;5.8161752e-09;1.6850057e-07;5.8345263e-09;2.0036267e-07;5.8265988e-09;2.1094961e-07;
8.7240583e-09;5.0117389e-08;8.7347752e-09;6.2278085e-08;8.7136161e-09;6.3624085e-08;8.7047066e-09;4.2136329e-08;8.7260623e-09;1.6037173e-08;8.7246911e-09;2.9632007e-08;8.7239648e-09;6.1077952e-08;8.7240425e-09;2.6908921e-08;8.7245615e-09;-2.1281519e-09;8.7240396e-09;6.8388341e-08;8.7255987e-09;6.2410298e-08;8.7058928e-09;1.0983556e-07;8.7413386e-09;9.0036005e-08;8.689097e-09;8.938954e-08;8.7023496e-09;6.3785245e-08;8.7095366e-09;1.0340884e-07;8.7294151e-09;8.4177734e-08;8.719179e-09;8.7368205e-08;8.7249512e-09;8.3846706e-08;8.7246498e-09;9.4054818e-08;8.7242628e-09;1.6879796e-07;8.7517895e-09;2.0115087e-07;8.7398981e-09;2.1236339e-07;
1.1632078e-08;5.359926e-08;1.1646367e-08;6.4385768e-08;1.1618155e-08;6.3835785e-08;1.1606276e-08;4.5665534e-08;1.163475e-08;1.8813237e-08;1.1632921e-08;3.1369798e-08;1.1631953e-08;6.4401898e-08;1.1632057e-08;2.7361951e-08;1.1632749e-08;2.6567055e-09;1.1632053e-08;6.7739298e-08;1.1634132e-08;6.6816652e-08;1.1607857e-08;1.1674015e-07;1.1655118e-08;8.7892604e-08;1.1585463e-08;8.9274275e-08;1.1603133e-08;6.8053941e-08;1.1612715e-08;1.0650298e-07;1.163922e-08;8.7456491e-08;1.1625572e-08;9.7421829e-08;1.1633268e-08;8.6981913e-08;1.1632866e-08;9.3043949e-08;1.163235e-08;1.6809564e-07;1.1669053e-08;2.0114612e-07;1.1653198e-08;2.1295083e-07;
1.4540097e-08;5.7448041e-08;1.4557959e-08;6.7989897e-08;1.4522694e-08;6.3740471e-08;1.4507844e-08;4.8792381e-08;1.4543437e-08;2.3045998e-08;1.4541152e-08;3.4232774e-08;1.4539941e-08;6.6679487e-08;1.4540071e-08;2.7528935e-08;1.4540936e-08;7.6432917e-09;1.4540066e-08;6.5150812e-08;1.4542665e-08;6.9717263e-08;1.4509821e-08;1.2192943e-07;1.4568898e-08;8.5107473e-08;1.4481828e-08;9.052493e-08;1.4503916e-08;7.3084676e-08;1.4515894e-08;1.0871183e-07;1.4549025e-08;9.2008462e-08;1.4531965e-08;1.0801466e-07;1.4541585e-08;9.0022587e-08;1.4541083e-08;9.2032853e-08;1.4540438e-08;1.6660773e-07;1.4586316e-08;2.0041116e-07;1.4566497e-08;2.1397813e-07;
1.7448117e-08;6.1182916e-08;1.746955e-08;7.3072905e-08;1.7427232e-08;6.3530828e-08;1.7409413e-08;5.1633667e-08;1.7452125e-08;2.8948542e-08;1.7449382e-08;3.7553083e-08;1.744793e-08;6.7471306e-08;1.7448085e-08;2.6984393e-08;1.7449123e-08;1.1739798e-08;1.7448079e-08;6.1143292e-08;1.7451197e-08;7.0636003e-08;1.7411786e-08;1.2546393e-07;1.7482677e-08;8.3122327e-08;1.7378194e-08;9.2985105e-08;1.7404699e-08;7.8178626e-08;1.7419073e-08;1.0985202e-07;1.745883e-08;9.6810747e-08;1.7438358e-08;1.181552e-07;1.7449902e-08;9.2921891e-08;1.74493e-08;9.1757489e-08;1.7448526e-08;1.6471144e-07;1.7503579e-08;1.9945601e-07;1.7479796e-08;2.1647275e-07;
2.0356136e-08;6.4565474e-08;2.0381142e-08;7.938463e-08;2.0331771e-08;6.3000046e-08;2.0310982e-08;5.4920556e-08;2.0360812e-08;3.6072993e-08;2.0357612e-08;4.0558556e-08;2.0355918e-08;6.71295e-08;2.0356099e-08;2.5686671e-08;2.035731e-08;1.3961562e-08;2.0356092e-08;5.6764377e-08;2.035973e-08;7.0307825e-08;2.031375e-08;1.284926e-07;2.0396457e-08;8.2939006e-08;2.027456e-08;9.5868314e-08;2.0305482e-08;8.3808672e-08;2.0322252e-08;1.101456e-07;2.0368635e-08;1.0098749e-07;2.0344751e-08;1.2690189e-07;2.0358219e-08;9.597566e-08;2.0357516e-08;9.262964e-08;2.0356613e-08;1.6290289e-07;2.0420842e-08;1.987979e-07;2.0393096e-08;2.2077698e-07;
